,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_rank_50,points_median_50,rank_20,rank_median_20,points_rank_20,points_median_20,test_rank_top,test_median_top,test_points_median_top,test_rank_bottom,test_median_bottom,test_points_median_bottom
0,True,True,True,0,RF,184.04240276558107,6.282428140363184,72.37825848012037,2.839697001842685,280.58805707406896,7.9828921423310435,179.2339149368151,8.613170320819968,331.6486634853019,15.719274557170385,12.164887883200157,394.1242822134888,12.857171323778818,3.414188627438901
0,False,True,True,0,RF,182.12932540760409,6.266503065768218,73.64209869331275,3.000648654083676,327.7341731339455,14.503100947397598,177.7825973136675,7.580351931060904,395.68412483513407,26.575424759098897,12.098479849536975,376.1002206380502,12.16075074362384,2.82907515470988
0,True,False,True,0,RF,170.2318256171898,5.2247136926945625,69.94168340765933,2.902818421429973,294.10812748759736,5.866455007437632,167.37009738553837,7.316367294738565,326.2624676307289,13.287712379549449,10.657141995258769,396.0969265231411,12.457230355827608,3.0875750783457128
0,False,False,True,0,RF,168.71833559734367,5.714049329311014,64.11203993553474,2.9320719881094046,334.9911295104282,12.268472902991832,146.74753532581295,4.230340397169972,415.01167910031893,33.219280948873624,11.609925694902422,366.7403115142844,10.365143042524323,2.365681804051873
0,True,True,False,0,RF,175.78220465446412,6.104005470444772,65.15629644503498,2.5406959245077783,304.4422954751764,15.75406712250766,176.27145266755423,8.38444202016166,396.89184312690566,11.832946624549384,12.254240012960688,385.3380514080788,14.153515335693593,3.3986028078209163
0,False,True,False,0,RF,159.10948322868165,5.762256972913997,69.23202669026014,2.809257072438073,289.30675153046724,11.143856189774723,159.1476067433768,9.698215546630685,414.8252148976698,24.849187911553706,12.95338573103508,407.5491356377217,12.857171323778818,4.306580368282253
0,True,False,False,0,RF,154.54624989828835,4.868919863291687,58.39106101806803,2.0602226013447273,292.5828842294604,7.9119834250615675,142.46862799443923,5.644709853259829,381.8412313758861,19.931568569324174,11.292107073438041,407.94620893444613,15.022103859770626,3.857100509036553
0,False,False,False,0,RF,150.89308441866734,4.932576175627868,56.327565380889695,1.9347364387922523,314.4276495908366,8.84101027115651,143.09725060059222,5.8432701893348415,373.8108653277234,17.749419936824076,12.223150923001379,405.5956822780332,12.857171323778818,3.178685188086971
0,True,True,True,4,RF,167.39646920033363,6.439211362409881,45.538207048776925,1.9748119705733083,263.5924730308251,13.455541831215225,148.99296628588863,6.9886450203726005,230.27683271212277,14.926918826959295,21.10512270001956,392.780051173443,12.15279594611471,2.572514932023129
0,False,True,True,4,RF,163.05000579880775,6.394700948601913,43.10762453505286,1.7626119502848048,242.2789904830634,12.842529420916236,148.4541497969497,6.961390891993933,137.23674346680832,16.11021348941423,19.742676786715776,364.5731948984785,9.849983386638952,2.4180442554425245
0,True,False,True,4,RF,172.50619404706913,5.604555588754124,41.335901976682216,1.4138230674851835,312.99052077236735,14.335271495731824,131.6249217155757,4.877997589684691,256.73432705751077,18.270604521880493,18.61760909705664,439.9967521023845,15.270579227686802,2.3900816532617997
