,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_rank_50,points_median_50,rank_20,rank_median_20,points_rank_20,points_median_20,rf_test_rank,rf_test_median,rf_test_points_median
0,True,True,True,0,RF,158.66137582920305,6.299203715559425,908.9204701847167,41.41701070367646,259.8331059764921,7.9152855061303935,2507.0428255278375,137.92716352612854,1325.1515276430532,11.01012616721907,49.10081660686451
0,False,True,True,0,RF,193.78304582138324,7.604055002167594,874.1130936706445,32.52047261852266,183.30678666988194,6.799246927293856,2490.8199040885893,132.10873120312584,1301.0442122774546,12.5801030517736,49.62283407792949
0,True,False,True,0,RF,155.918237497679,5.972594248009979,663.2840898039217,24.59315351622527,205.62080831762898,7.8636498456984265,2026.728175736848,109.9590266042199,1201.2997149664827,9.28096464372236,38.98871416710161
0,False,False,True,0,RF,182.60889648952687,7.543196460859767,751.5871151948872,27.92389658845044,192.68560134057145,8.72752575191684,2154.8580293221653,111.79607121996332,1222.656143539922,12.130089684489556,38.5090524140994
0,True,True,False,0,RF,179.00335942102072,6.159367693659113,819.1082095092742,27.748196322825418,198.2858562913445,4.512604162019966,2193.576219337923,95.87060233408863,1278.9602715657068,11.290186462070405,44.68025296102208
0,False,True,False,0,RF,167.03006132850413,6.771190248949507,810.3351495280103,29.687120573998673,226.8210733139105,13.623371282881001,2445.5902610857206,127.48422492455495,1267.727013354704,10.399210039013944,46.35869939150677
0,True,False,False,0,RF,164.07853582040448,6.250255469629077,760.143290043435,24.880338372375345,195.24111730369728,8.124883153590226,1947.7998699663212,94.56449337436213,1187.2383421123493,9.644725207184482,33.56162435933442
0,False,False,False,0,RF,166.58169586938746,6.66290658538201,768.0718396415041,28.666635983746843,222.1470759033197,9.022594871092847,2056.496327675443,94.51553743009285,1261.7124973156624,10.981689665944916,40.75224732698767
0,True,True,True,50,RF,165.8636891310586,5.7320296232708525,790.2342829106317,33.875459406732496,141.2278659397464,8.214005585525703,2291.259602986894,120.42599095792656,652.3890488833803,11.019118422389656,74.32303486701188
0,False,True,True,50,RF,163.75196786059396,6.434757578827693,705.8642361681991,24.999674516986115,171.11409993237635,9.710708941135639,2270.9429638227766,120.20349417870104,596.158640136793,8.38361309715754,64.06521532422221
0,True,False,True,50,RF,163.93549491502802,4.836195090901765,665.5303376864763,26.83450350355758,165.5524148069744,11.48644023658938,2054.759919038992,111.59120332152835,719.6627666027173,11.073093649624541,65.18877932225021
0,False,False,True,50,RF,173.44131631595988,7.580278040949486,621.2918362938897,21.442356210236625,177.86013279657857,12.437269057979414,2033.6001405856325,105.08345745652886,630.4957306313206,8.99568046256928,58.35247185702915
0,True,True,False,50,RF,148.50349046872307,4.580800028618663,789.2353220235615,34.088824339956915,188.3457700357999,10.104073995274184,2364.4297968563483,120.96577527235144,611.901350832573,11.019118422389656,66.2584898768551
0,False,True,False,50,RF,138.7057727296232,4.825752914056719,735.3250006313394,32.17107941026008,179.6413364277935,7.897827950234557,2343.045187124516,120.95488028895313,581.3797737416995,8.419318078349479,64.81060058209121
0,True,False,False,50,RF,141.14947645307788,5.291923172317631,646.5169220459784,24.900307627739615,169.49630467371594,8.64449170766319,2061.52292410937,99.96570522867393,629.6014861146841,9.965784284662087,59.97725545977435
0,False,False,False,50,RF,142.005597556937,5.449504361360258,584.0672548529355,22.136015543315107,168.91745246118737,5.500636796229114,2033.6654341313695,96.82676143185648,634.7966600321738,10.223978306454658,55.102993092734714
0,True,True,True,100,RF,178.6271178620839,7.503946870873744,585.2752070353674,19.402218925336037,198.68372401375592,12.209262211675332,2138.462914364551,105.02435580045233,428.6302144152717,10.479516371446923,74.89750573862388
0,False,True,True,100,RF,188.5764308472095,6.107733371491551,565.1191399094458,20.149207117885574,186.90042206265616,8.00770174542461,2053.920396201456,99.6870323436898,403.8894708328165,10.104664602228695,70.17458372798572
0,True,False,True,100,RF,178.87063204638258,6.891584346418838,529.8245640099644,20.167547380103933,218.92826076068758,14.72682177204725,1988.127858344861,86.0425644784847,416.73118095920216,10.111454962285212,63.71126996829632
0,False,False,True,100,RF,189.87783319766908,7.183407339647818,540.0701218658369,20.944718507879934,183.64277875933007,6.360965882514293,1849.4061542825457,74.89849732446157,400.55483712772957,10.38644427880772,64.0420138982173
0,True,True,False,100,RF,170.9042483540701,5.712999728895001,567.0157251596784,19.691423189157895,190.8507555718639,8.074531626468122,2028.8852546473256,97.69985300344206,352.9534713262434,10.18471956251263,70.3684905197035
0,False,True,False,100,RF,165.33961189407597,6.693789469874968,517.4605036300727,19.014457569578244,170.7990589356551,6.349742595428072,2008.6490150609502,86.57897676453172,361.14002654827857,9.759582485648828,69.5838083524594
0,True,False,False,100,RF,165.09137177559145,7.2068411063471185,519.4421106088223,20.28433522876118,171.49949533710011,13.55663115467258,1861.087257725278,81.53230429453356,369.35149220852105,9.69867450948216,63.05365401190807
0,False,False,False,100,RF,155.8448529629241,6.285351664355463,503.43806699318816,22.69766997487456,162.78004016081155,9.436605413106692,1720.1779909168993,77.89497168395738,335.3397538770337,8.10254379211435,59.47539228387997
0,True,True,True,150,RF,185.38110133783584,7.660948386115569,396.11588227181625,16.078825214019812,227.99872154889817,16.2523341665612,1888.9766084882167,79.92579508756883,190.26144864478448,6.099703929426568,95.01809508479101
0,False,True,True,150,RF,190.52292544557974,5.915113159568832,444.12425298109326,18.057391030182316,245.1865753900137,13.969730365181174,1815.4231590986967,74.87247957944776,143.57786401907424,3.8586428403314246,74.50187703319563
0,True,False,True,150,RF,206.820293850238,8.520863265705895,478.87781448864115,18.14568599138299,263.3061238122703,21.22927400999704,1741.5907282543587,66.88447466674515,170.5846323435782,3.849200280508305,80.31781265057684
0,False,False,True,150,RF,214.12254746979377,8.750031870094007,520.8438871807007,20.844608351324567,260.32228830191065,14.581405253109086,1627.5374899254218,62.20211560561506,162.469679399573,5.218019751963258,63.18844954040713
0,True,True,False,150,RF,207.1380139082474,7.14365117883618,419.55446934864915,19.753195576964085,197.22324454867402,5.454391462894865,1803.4598760272067,75.8027049507927,168.0227734834927,4.455028707748852,86.28181756709687
0,False,True,False,150,RF,172.86305154060216,6.912215790129911,411.89122164907354,17.175831726276577,182.40599616142646,3.7131569011638113,1685.1935774271753,67.85392052985662,148.44253900013842,3.955028707748852,76.53199605965474
0,True,False,False,150,RF,178.44851347007545,6.547223791257881,440.0353592901404,16.792159129834403,206.05179853244064,6.938645163698542,1659.7105733184608,64.12211644477568,160.66150638041222,3.4563874824489274,73.57060094170862
0,False,False,False,150,RF,159.57852295317792,4.908420472815179,437.4614702350765,15.227480712933932,161.03851121628932,5.528431074014284,1430.9048988071108,58.938152005982644,157.2677825374417,3.4563874824489274,72.15501895202203
