,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_rank_50,points_median_50,rank_20,rank_median_20,points_rank_20,points_median_20,rf_test_rank,rf_test_median,rf_test_points_median
0,True,True,True,0,RF,184.04240276558107,6.282428140363184,72.37825848012037,2.839697001842685,145.2148006875451,7.9828921423310435,120.74929029445194,8.241107758534689,256.60209460491063,4.469531158640082,3.9322726266104575
0,False,True,True,0,RF,187.43491816860814,6.511715110629692,74.74180532262312,3.1772455352899502,222.7633242878838,14.147347101453345,127.19327782813913,8.008034046749192,295.65009112856103,5.5365468248122705,3.4346208676623604
0,True,False,True,0,RF,170.2318256171898,5.2247136926945625,69.94168340765933,2.902818421429973,150.5875475572779,5.866455007437632,109.03976516188546,7.316367294738565,270.170581712905,4.837066753178018,3.0875750783457128
0,False,False,True,0,RF,161.7997323893449,4.883355014546826,62.31409145147994,2.7782503916591823,186.9342914333061,9.609637917755517,100.04536829968727,4.740992458804615,290.8506638186836,5.5365468248122705,2.673854265463227
0,True,True,False,0,RF,175.78220465446412,6.104005470444772,65.15629644503498,2.5406959245077783,169.44731035003127,12.575419645736307,117.49349050762366,8.38444202016166,322.8245915295141,5.7962142012980316,3.7066796064811154
0,False,True,False,0,RF,162.70993521257043,5.7908002342704386,69.22606298944373,2.7333645320849307,152.52033280880568,7.9119834250615675,97.97815453089028,9.207290712302374,323.94241500583286,6.425486044692343,4.3014451375365415
0,True,False,False,0,RF,153.6488252045296,5.168331069830275,57.111285448270834,2.100659549261737,147.5320298284909,6.734701781444569,89.10592633274688,6.325370502330159,332.05879249111473,6.520740976460285,3.8160756978660046
0,False,False,False,0,RF,147.54510209404557,4.753241346316804,56.80215052800535,2.1072727447284123,157.6317982386993,8.032816819735281,87.86248370585133,5.790498648850189,320.5864545540661,6.283982022518362,3.7571709244459224
0,True,True,True,4,RF,173.29436969282563,6.784481499044478,45.13939198922468,1.9490627104406824,161.84460977977304,12.426793629997835,104.33745236307578,6.348358893656953,148.71407291757998,5.49155496682926,4.491987856355088
0,False,True,True,4,RF,163.05000579880775,6.394700948601913,43.10762453505286,1.7626119502848048,139.51526531917952,10.104073995274184,103.1293324052753,6.66906501002125,122.93982022113289,4.252223960024104,5.1793423298303
0,True,False,True,4,RF,172.50619404706913,5.604555588754124,41.335901976682216,1.4138230674851835,188.37833975045035,10.104073995274184,92.53028934048749,4.877997589684691,162.10082154584524,5.254291193514118,3.8329853428632568
0,False,False,True,4,RF,160.73723599421425,5.4086440561390505,38.27769102847628,1.3678095541611062,112.6330823022673,6.143854911434077,81.3536920099979,4.599634192429322,115.67278020588724,3.9582079237227523,4.029450307816142
0,True,True,False,4,RF,175.2294694961725,6.408672953889731,44.07393361033297,1.7378860044542312,161.66439820115767,9.03691892220219,100.89760374731823,5.832304163181355,121.22690575913741,5.014650803407422,5.179692719005091
0,False,True,False,4,RF,160.6135696627175,6.0334474825154345,42.391551723504605,1.6787752965646532,150.6796729522469,9.080768456879973,111.7341403472984,6.6330785771328244,127.20318236815524,4.683160344982694,4.798791652551921
0,True,False,False,4,RF,169.8525503948116,6.268652393011166,43.20630236632528,1.8430920920007083,150.5009874117661,10.482892142331043,84.08614896890096,4.099734086061583,143.47045405558487,4.622436380593539,5.278551859537464
0,False,False,False,4,RF,163.44989823794077,5.254291193514118,33.3999560070895,1.3368546782918298,112.25988037936295,6.643856189774725,87.9902086324909,3.9393087483286733,120.06772804346717,4.503678165869244,3.6008781710744033
0,True,True,True,6,RF,163.99121683483236,7.141013814408947,26.84150266090723,0.8842947878710743,181.34610503847307,9.53654682481227,123.17314822831743,6.883207505324041,102.54836018108895,4.714618729924908,5.566195675009547
0,False,True,True,6,RF,211.12136234950623,8.556819690148263,36.15662394328248,1.4346828631416095,171.44506367012158,9.584304042281115,114.90492350933366,6.43617804620977,134.4800992214233,5.059109012446765,5.306657669040437
0,True,False,True,6,RF,166.78202397065138,6.3464528983866035,21.074709219077448,0.7087456562577032,150.6732586855414,6.984865182590587,89.86777838804669,4.624532154124108,99.47423687327152,5.3881525052678665,4.04452633062168
0,False,False,True,6,RF,209.3836839551455,9.104438182010284,31.64097891166831,0.9765217971193865,157.30380682467373,8.197994841860808,96.70510340669614,4.967737396667567,119.80580193550568,5.243957613690677,3.9940201544267366
0,True,True,False,6,RF,168.61397109888622,6.572774132055198,25.982396560645412,0.9351883557431231,126.18822101016893,4.541721750811064,106.98170391098506,6.160867378766195,89.81977863513225,5.7381218802247265,5.815295448112382
0,False,True,False,6,RF,168.87691392795455,6.197131040744003,26.761265702951043,0.6932469150129305,153.6474703350366,6.157581291229327,89.69070268840107,6.331105965635017,115.20927567003596,7.049883987364815,6.292062315965044
0,True,False,False,6,RF,178.25817682915846,5.707329388643322,19.721126227843705,0.6467197072154696,141.52758387151823,6.34101027115651,85.74004756213034,4.491305354070975,82.84234354468303,5.651371808645216,5.073206793744431
0,False,False,False,6,RF,178.11639502091725,6.674568853109508,22.843592310276257,0.6786766398287891,165.18199634489662,6.68281208214931,79.25187857802533,3.733376990143552,80.30439256207298,4.765893929971821,5.386958280277345
