,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,rank_20,rank_median_20,rf_test_rank,rf_test_median,rf_test_points_median
0,True,True,True,0,RF,90.33307704654628,4.4083459048068026,120.91824706300073,6.534671117233534,112.12453801078317,3.4754903011376124,4.7240858544258195
0,False,True,True,0,RF,103.3055762725873,5.808309086709438,112.65013528427548,6.465783006321439,125.06259394300372,3.570365428687654,4.109691003791607
0,True,False,True,0,RF,91.56224399999437,5.094104556209915,125.84599016743188,7.643064649938437,117.68510132352004,3.1312248655285977,4.517033497289749
0,False,False,True,0,RF,101.06837686764406,5.064436522867453,115.68078851914193,8.047098175394176,123.75665199546629,3.9414382721153354,3.464061919323418
0,True,True,False,0,RF,106.00684341603865,6.814814127762112,107.89122018426944,6.68281208214931,103.2756099426968,3.2954234350052465,5.243611080190456
0,False,True,False,0,RF,108.4243900272541,6.6223911354889395,96.06749661522817,4.789038426797254,115.90490061858901,4.241918111399475,4.806745142693002
0,True,False,False,0,RF,102.1379631530656,7.039609964327205,118.4175870944672,7.643064649938437,94.71945282227765,2.4786281952180853,5.101679344303937
0,False,False,False,0,RF,108.00253685731495,8.253199240685296,93.77587574199887,5.813374166052885,106.81932928707171,3.6609640474436813,4.89243926945855
0,True,True,True,4,RF,116.14591515858557,8.032891746220017,122.88629713338997,5.910264423665316,94.47587204165417,4.784813147801845,5.121584212100433
0,False,True,True,4,RF,114.02001903754227,7.411112657660317,158.3109160915963,10.6260284907392,78.89623656503181,4.360633567034998,5.006400845687054
0,True,False,True,4,RF,107.76479764606391,7.1308588018552115,121.2695163893301,5.4582366561373465,90.83047478085216,4.345136411559345,5.375737455605726
0,False,False,True,4,RF,111.02719989183898,7.532691291308973,160.53624854200183,11.546671444518918,79.06957431109777,3.5142208635019347,4.8985783633019455
0,True,True,False,4,RF,98.29501532361934,8.234577779624633,93.39641853420619,4.767220744382696,71.81489305214173,3.1609640474436813,4.562829127003694
0,False,True,False,4,RF,110.89042747815756,7.702159771957884,102.88349325105898,5.83899435950473,71.15702991932886,3.2328915031607197,4.276095253882518
0,True,False,False,4,RF,97.5091275473663,8.59224691914298,100.80716990170393,6.361353116146786,71.89087834963422,2.7850972089384687,4.612614415285754
0,False,False,False,4,RF,111.84471572575816,8.943439667235257,92.9009930457547,5.242433230465618,71.19065407908887,3.0719274557170384,4.077790897047341
0,True,True,True,6,RF,94.09272814987361,8.085935988311407,214.76949184178977,10.252292591808924,69.98394034123739,2.3909291258625203,4.500199077330818
0,False,True,True,6,RF,101.00572508536074,6.732920774800654,151.31234862518846,6.8805737523525945,83.95393921913583,3.8069788845537706,5.438385016325988
0,True,False,True,6,RF,94.1458068398475,7.333120412397827,213.35650362380224,10.77626841038127,78.32431520252528,2.8710554097570844,4.196536193919072
0,False,False,True,6,RF,100.78822174227733,6.138136805758803,182.3788629554418,10.077803282018301,86.64121248922646,3.2056185517558005,5.549741277703628
0,True,True,False,6,RF,120.30326285025124,8.541191811423223,157.59367340597095,9.229444120484606,66.10895119210605,2.613971220528331,4.891811970936608
0,False,True,False,6,RF,117.16015878970467,10.40034506335994,121.1146656873887,6.463919106146543,66.55588953029209,3.091640605517074,5.893584858810643
0,True,False,False,6,RF,122.02632552940672,8.20775242785723,156.79962109438858,10.26224042731165,63.863601415378454,2.613971220528331,5.012901322223522
0,False,False,False,6,RF,118.65359705103951,9.975207986496137,125.43512257187972,6.912774964897855,63.02436378794491,2.1552610021071468,6.093507937411621
