,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_50,points_median_50,rank_20,rank_median_20,points_20,points_median_50,test_mse
0,True,True,True,0,RF,527.0993893611808,6.401108347588217,3765.9506056404703,89.96494072113835,319.7688832334222,5.9121283238402125,2952.9221171620393,89.96494072113835,6093.482616498679
0,False,True,True,0,RF,465.5081175423423,7.6019563391229,3807.0550732212237,91.14654767116943,258.28514301328255,7.769371847172406,2949.900689315687,91.14654767116943,6016.604546101102
0,True,False,True,0,RF,494.3181695851895,6.3565979337802485,3136.5991004364373,53.4494558893751,273.9137966194349,6.671541063127256,2297.984585699604,53.4494558893751,4871.606116086643
0,False,False,True,0,RF,467.79201979843435,6.86905042958322,3395.2589033099025,69.19606395775716,249.28652185926848,7.611208159390287,2519.615484195015,69.19606395775716,5073.621996196204
0,True,True,False,0,RF,493.3777093349679,7.098643778592622,3435.7942601299073,71.43134571093238,275.8703288252707,7.4318571411670025,2455.3513972754226,71.43134571093238,5143.963379583068
0,False,True,False,0,RF,527.1443482254708,7.066368463421426,3712.7400332906445,83.59981203731475,301.31538185553694,7.624581694647909,2782.785620267527,83.59981203731475,5602.215357779103
0,True,False,False,0,RF,464.86107471820884,6.122237388302789,3169.156384556494,58.10001297706984,248.21654346433306,4.442794384214478,2263.2061972540437,58.10001297706984,4731.129609605024
0,False,False,False,0,RF,482.492930902176,6.726507835052689,3194.745492497411,64.66380980257036,272.9514497933909,6.7129248982842675,2358.950673661281,64.66380980257036,4842.949389675543
0,True,True,True,50,RF,425.3697920372898,6.840979768835295,3328.8634169475795,92.55821490593507,211.11824186589166,7.502250524932494,2736.3587225319548,92.55821490593507,5039.3712950742165
0,False,True,True,50,RF,392.17360723625603,6.0039030653561865,3212.145195836658,88.70711508619435,199.77273004190343,7.236466764630537,2636.5468314930363,88.70711508619435,5059.746243305178
0,True,False,True,50,RF,435.27566941245465,6.560127355791008,3075.6899840941137,85.06464166175348,218.00080844009094,8.789869905504819,2520.8690979841876,85.06464166175348,4842.299859340758
0,False,False,True,50,RF,444.2127387345804,6.643856189774724,2976.838575188111,80.56670010033528,222.57511614666583,7.162938366043873,2386.5583671533063,80.56670010033528,4516.362577378056
0,True,True,False,50,RF,454.1556795077906,6.121678450352569,3418.5794568180263,85.56526795964345,241.80388142558314,6.879160118007464,2787.0102860378715,85.56526795964345,4834.440811064076
0,False,True,False,50,RF,429.68947728324184,5.6863462963382085,3329.1029927998234,87.59689519533578,225.66872442949654,6.465783006321439,2769.554065012073,87.59689519533578,5025.240930800743
0,True,False,False,50,RF,418.28412416277996,5.423562805219081,3009.6731464510244,67.84959668989084,212.40808930522692,4.9342540327992825,2448.273619364544,67.84959668989084,4442.7918273640325
0,False,False,False,50,RF,418.985149234878,5.500636796229114,2908.7970864568447,63.98936894093334,222.2592571500205,5.500636796229114,2342.980184236131,63.98936894093334,4281.238089289081
0,True,True,True,100,RF,500.0714461712817,7.503946870873744,2975.8517866169163,68.82998063626133,263.7482241800746,10.405501107448838,2473.4592891901098,68.82998063626133,3489.65721583622
0,False,True,True,100,RF,472.3029136737489,6.534671117233534,2841.677772186218,60.29742240573876,252.99509217198397,6.682812082149309,2378.4759820959025,60.29742240573876,3417.395015229516
0,True,False,True,100,RF,513.3803593545496,8.472307260032693,2855.67859262904,62.69761360029497,268.0875050287018,11.48644023658938,2230.3771171419044,62.69761360029497,2982.0718112630902
0,False,False,True,100,RF,495.99143926954264,5.302030687905366,2702.2538938921493,56.17527080024973,271.8758221611607,5.666135791987451,2123.404897952662,56.17527080024973,2930.498552379479
0,True,True,False,100,RF,463.4952321050689,5.372363800378281,2823.5352008106192,67.45106455598005,241.0713178394894,6.297887632933971,2312.8523904912745,67.45106455598005,3379.255651607253
0,False,True,False,100,RF,440.55010157522355,7.111973618657637,2717.6226823920783,60.160530802917364,233.86416532066522,7.669342625975416,2241.1166781322268,60.160530802917364,3199.5686502424237
0,True,False,False,100,RF,458.6278698021798,6.3285500920468305,2652.0056044067474,64.2840444120782,242.7179909292211,7.142404964843951,2120.4262764526025,64.2840444120782,3005.6620844927006
0,False,False,False,100,RF,424.2516663224915,5.75282183625834,2467.233880786008,51.39066737087567,219.1428836454107,6.6954057628856285,1936.9446151350026,51.39066737087567,2847.194262715258
0,True,True,True,150,RF,567.6446980871608,10.065966782478059,2794.310844291455,52.05047738640296,300.6720721185363,11.626911955509595,2054.9769736875282,52.05047738640296,3038.2078502961394
0,False,True,True,150,RF,556.1235048090274,8.129690559166189,2797.4045447628923,48.38684618377896,321.6502044938096,12.101083988921037,1970.0030433617444,48.38684618377896,2774.196320371426
0,True,False,True,150,RF,558.684131872555,9.556859643577681,2738.4899746015635,39.82439995358126,310.6268525330656,12.180534254007021,1850.2058729832681,39.82439995358126,2687.001285307685
0,False,False,True,150,RF,606.7214506038821,8.986398818797756,2762.076619108775,39.46014017302366,341.6421123431408,12.357145687671554,1750.9571967882423,39.46014017302366,2502.4735461862065
0,True,True,False,150,RF,493.7046814495824,7.4231863247368555,2752.0441930529046,40.528114539711765,285.9285897355019,9.80266834776506,2004.4971145955676,40.528114539711765,3003.0483814152803
0,False,True,False,150,RF,433.73396223182954,4.509269208347314,2610.183353544694,32.765327575768545,234.97911691313706,4.756508635500613,1818.5556364301942,32.765327575768545,2736.343971129714
0,True,False,False,150,RF,486.15064146263603,5.83482442694854,2635.152289351907,32.74571921566144,275.29715566936466,7.72450543487488,1774.9421066127684,32.74571921566144,2619.382673752255
