,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_50,points_median_50,rank_20,rank_median_20,points_20,points_median_50,test_mse
0,True,True,True,0,RF,421.1109154105061,7.561285604395204,3273.2344751429455,78.9537203365831,228.77202186789458,10.034308208861122,2328.464476692703,78.9537203365831,5857.751568548125
0,False,True,True,0,RF,472.47557926513423,8.54651863354156,3572.516256774651,105.45159360761826,252.68272912841582,11.262842837912785,2611.6675637550957,105.45159360761826,6185.047698870829
0,True,False,True,0,RF,476.67757328115226,7.230307250898418,3078.216827190584,74.63541324553832,280.7154401915475,12.741200461443938,2294.1237737957736,74.63541324553832,5274.695509650445
0,False,False,True,0,RF,470.7088754841414,6.659761243223388,2978.2542017203277,76.18310525230655,271.7544408991645,9.656107676933228,2260.4345561363084,76.18310525230655,5180.819874309744
0,True,True,False,0,RF,440.3402904019438,7.201848054587212,3039.502803429012,64.94260747533963,226.41206359492637,9.834823572185368,2147.912399317341,64.94260747533963,5848.212199293013
0,False,True,False,0,RF,435.4026901636242,6.7926928549645575,3363.377690226669,76.36738147563032,235.13068868423895,10.85160798027664,2490.642721988294,76.36738147563032,6187.569079723328
0,True,False,False,0,RF,417.6843867832083,6.6296857822697515,2731.3305224026085,42.372483315367745,220.86164330280877,9.347489751651597,2013.6283321489077,42.372483315367745,5300.965896340638
0,False,False,False,0,RF,438.8138729265011,6.855945419468151,2810.264437858255,56.9932276512857,240.92490825107004,9.817427289516731,2087.7252021275617,56.9932276512857,5128.544164899044
0,True,True,True,50,RF,440.56200519226815,8.798372829324482,2388.9564073027436,45.40425420968813,222.35691900088344,10.961095946503038,1836.5878360022273,45.40425420968813,4144.596587108028
0,False,True,True,50,RF,430.8967310402247,7.804780659011091,2496.0904364885396,57.748982472119636,220.7713562360517,8.025119462946478,2024.9081566040277,57.748982472119636,4506.188080679913
0,True,False,True,50,RF,426.5349106802859,6.7101938606785225,2351.3146349910235,44.262879558816415,222.32593310034432,9.463957204745878,1823.822357141291,44.262879558816415,3740.2783034382032
0,False,False,True,50,RF,443.90478714216704,7.616767592029831,2302.761742959589,50.714885698376634,226.7302183770051,8.966090993315603,1693.0154423851845,50.714885698376634,4047.9139431410536
0,True,True,False,50,RF,446.59938477414096,7.429972341025158,2519.303984014188,50.264169658259235,226.18025840824592,9.659399987832856,1946.4874656204322,50.264169658259235,4304.112630321263
0,False,True,False,50,RF,441.07042740590947,6.923304339195579,2425.264352393787,50.100547752211675,231.6664796611112,11.501580275706257,1949.3996008752856,50.100547752211675,4485.939347323509
0,True,False,False,50,RF,453.6292184153449,7.744015342720996,2354.2657222871776,39.37944704874842,229.32222580463394,8.459375731919845,1741.4944295787207,39.37944704874842,3911.242719968061
0,False,False,False,50,RF,435.4995614374164,7.069863518999123,2207.5874554027932,35.28551179471316,221.02460927397354,10.576291660471892,1587.5833863204525,35.28551179471316,3841.8706698202577
0,True,True,True,100,RF,537.7375075575895,9.173333102421422,2601.747102795225,40.91367394666726,289.02271480536956,12.223575997724481,1754.8893325080744,40.91367394666726,3830.071323402337
0,False,True,True,100,RF,573.2251973377308,7.785835064426103,2601.3437076085397,36.072631713005904,301.9009487189976,7.488034609698512,1770.4712192382137,36.072631713005904,4242.962075238636
0,True,False,True,100,RF,563.779123626836,8.750639001571937,2682.7422916683477,33.241044628936,295.7886171822895,11.961526160247356,1550.633972606601,33.241044628936,3751.75691827867
0,False,False,True,100,RF,590.9952279686646,8.013186381130541,2695.8148196192606,30.231981418976623,321.98574887766495,9.787190275796085,1612.244854885985,30.231981418976623,3796.0796912126857
0,True,True,False,100,RF,432.51637120125673,6.5530633431947,2417.433657748088,32.07728997047215,233.3462570133456,7.358212372765488,1683.9286317163846,32.07728997047215,3860.8300733775636
0,False,True,False,100,RF,454.40136407089835,6.190321127813881,2460.087975689302,33.23136654416269,239.40617395021292,7.702294105974018,1670.4823144221828,33.23136654416269,4125.472146709719
0,True,False,False,100,RF,486.5575199677341,7.368095604185408,2461.7611275391496,25.489686584989897,251.60611275453974,7.325857915998975,1460.068568514592,25.489686584989897,3517.399294556031
0,False,False,False,100,RF,466.35750863095774,6.96311580190442,2394.8749640611604,28.182607022283197,250.73372264052807,7.689712483101068,1419.9583630824982,28.182607022283197,3575.151192932623
0,True,True,True,150,RF,514.6231966332375,7.838490477799967,2713.06179560595,15.420392814167686,290.2261539691483,9.265823661382296,1204.2389025554362,15.420392814167686,2080.1569299836506
0,False,True,True,150,RF,439.5548946877704,6.836448808023621,2587.649888514097,13.193845135448178,220.86187256612004,7.5557789984330075,1139.9156078532365,13.193845135448178,2196.3228081990646
0,True,False,True,150,RF,577.0837078041764,8.528482984668798,2879.1124382819453,21.121504374017995,308.219431111791,8.838888330145881,1182.9781271436373,21.121504374017995,1924.3674862432852
0,False,False,True,150,RF,461.543418435323,7.119308952057473,2750.192556401108,18.1858576996283,230.26755145358544,8.698981218135676,1032.6283378716887,18.1858576996283,1738.3443801827816
0,True,True,False,150,RF,507.9918777603854,8.096619343333854,2665.6614537010464,23.262596746445503,268.4914234484431,8.517007727929755,1265.635795525265,23.262596746445503,2085.3007070103854
0,False,True,False,150,RF,460.884396303054,7.579509520347809,2619.026534152916,16.887312774010553,231.25691042889412,6.6882080606084475,1238.9488628855393,16.887312774010553,2063.114234724925
0,True,False,False,150,RF,479.19973993733737,8.468121768614406,2806.841845282718,28.48586613662556,231.57151198931118,10.459445285724922,1375.2709357861331,28.48586613662556,2060.9114915981168
