,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,points_50,points_median_50,rank_20,rank_median_20,points_20,points_median_50,test_mse
0,True,True,True,0,RF,379.3657081695697,5.0499889618404,4542.046647595901,181.2656103570039,157.15074678657106,4.415302527866977,3045.099994128812,181.2656103570039,2715.6550904515407
0,False,True,True,0,RF,339.623294277352,4.600416383919399,4636.666579081427,211.3385130219171,130.07789976794874,4.1755734131552265,3218.017975355826,211.3385130219171,2918.456339959219
0,True,False,True,0,RF,337.7298626764126,4.954377089656898,4197.620164093146,156.55808494676768,121.12663112323729,4.380757703367383,2753.889569888272,156.55808494676768,2476.2439318672796
0,False,False,True,0,RF,336.4005600664779,4.765566098539189,4324.379951167497,182.87507171959368,130.60273394417143,5.506898824372036,2955.696880283027,182.87507171959368,2493.1472731388285
0,True,True,False,0,RF,363.7134415132749,5.650110449317735,4417.919921081044,241.55308733888154,147.1328966807027,9.03691892220219,3093.2905601296593,241.55308733888154,2752.952910307028
0,False,True,False,0,RF,351.5285833964789,5.0739479511358825,4960.766328050972,213.88826326834393,112.51500171920125,6.287709822868154,3288.854972979013,213.88826326834393,3016.40241521197
0,True,False,False,0,RF,343.52050195882356,5.541626559582223,4279.118015533997,220.89230582248456,124.45182376458051,10.247126138980338,2967.017425981861,220.89230582248456,2580.3075661570947
0,False,False,False,0,RF,316.9139644176211,4.5949545649409425,4276.6356020071835,183.24361586566698,101.67820700601786,6.912774964897855,2876.7677333776373,183.24361586566698,2444.073721653347
0,True,True,True,50,RF,415.07297053989595,5.870670357935822,4740.357270224341,208.83346936986698,173.68219184282592,10.484866460931235,2853.3453913551566,208.83346936986698,2438.723338736754
0,False,True,True,50,RF,447.9455211043046,6.573627009608119,5003.415461701739,178.0475164820222,166.92713202271042,7.860883987261946,2895.2114675216158,178.0475164820222,2393.4276308469284
0,True,False,True,50,RF,413.5160981758396,5.870670357935822,4735.365868361872,208.23750736160412,176.41865545174818,11.315348484653075,2849.101674446622,208.23750736160412,2407.3787496045697
0,False,False,True,50,RF,451.2105508548053,6.793963915461763,5001.165315804223,173.03105845738327,167.44897690170782,7.860883987261946,2877.5660377541217,173.03105845738327,2370.1676827499427
0,True,True,False,50,RF,407.6542495875473,7.276083044837112,4611.483217301156,197.3016655341295,156.5375389005617,10.247126138980338,2916.9192847024387,197.3016655341295,2044.7625129482135
0,False,True,False,50,RF,402.58916333058727,5.9232888361398865,4658.923099794738,183.02105780310336,170.9135934749741,12.012551861008173,2886.762548158996,183.02105780310336,2025.5238923335994
0,True,False,False,50,RF,400.1979859160847,7.752301303261655,4601.7351316057375,192.41472640122305,158.15335126506739,10.14775678901075,2917.088624865097,192.41472640122305,2046.0027258144094
0,False,False,False,50,RF,403.6813171787404,5.962750799760796,4684.757589740775,185.59897178067047,176.04364024326324,12.012551861008173,2895.447083333795,185.59897178067047,2005.5944009592029
0,True,True,True,100,RF,626.7181531471348,9.119229972378609,5834.719797068054,192.29675329199353,280.6019562996455,20.50458518361785,2913.4985493962586,192.29675329199353,2466.8379903200703
0,False,True,True,100,RF,346.8459375363042,5.612529551747507,5350.653541620855,179.6277652088074,110.92448137828757,6.3565979337802485,2738.769092314696,179.6277652088074,2273.507441215477
0,True,False,True,100,RF,616.2399546578099,9.039022193247593,5827.77990297637,190.6199008567276,266.8087136519793,18.857537768079773,2890.038439644424,190.6199008567276,2461.4986925439084
0,False,False,True,100,RF,346.4290222565187,5.70984452322114,5361.705432294798,186.74024439554483,108.82150513767647,6.762627009710987,2735.262525068447,186.74024439554483,2266.93361843696
0,True,True,False,100,RF,487.95575850332125,8.312083193949409,5587.208393210684,188.69151915648683,217.9309636410509,10.040608348198338,2937.72954727219,188.69151915648683,2393.6839533775988
0,False,True,False,100,RF,372.71929895789464,4.439073197605108,5236.8308756088145,171.6651250857767,166.40327182765026,9.104865535110472,2775.2793003430343,171.6651250857767,2201.7298936233956
0,True,False,False,100,RF,475.82865180872255,7.919201498644435,5585.036330101628,189.17970680099285,213.12281688527403,10.311214397337524,2929.4631688895406,189.17970680099285,2355.757326834923
0,False,False,False,100,RF,369.1533858470707,5.119879092861731,5027.43145025168,163.70231302247555,157.93547074880684,5.3881525052678665,2721.1145887991934,163.70231302247555,2177.2927911573333
0,True,True,True,150,RF,508.5378168480797,9.982892142331043,5727.226009764143,148.54090661069046,150.66204700603967,9.982892142331043,2583.226179719519,148.54090661069046,2058.929120761535
0,False,True,True,150,RF,328.99955123171185,4.427829686169858,5504.177577453102,140.82047731010684,80.50836033835641,3.0026040137904313,2378.581572410622,140.82047731010684,1842.4813987766502
0,True,False,True,150,RF,529.7509184692397,10.479516371446923,5742.2597174062685,142.0089769220854,174.3141575855889,13.159812485854161,2544.236722125707,142.0089769220854,2018.4710346202846
0,False,False,True,150,RF,342.6262559728102,4.067569304210691,5462.488867240182,131.9543930026801,92.11103336043509,3.435906041126089,2285.9965568342263,131.9543930026801,1735.8445695345963
0,True,True,False,150,RF,382.3114753853519,6.669547966476513,5438.620103292886,161.1496624551507,114.37979751573141,8.017114095960874,2609.896085111138,161.1496624551507,2050.0313301444644
0,False,True,False,150,RF,370.4947602105953,5.186146070712695,5123.396028753623,143.17872789832427,112.86377417633133,7.768497943762252,2352.5075581872916,143.17872789832427,1869.6586009632595
0,True,False,False,150,RF,372.66882190280296,5.385782021053603,5411.452557041876,153.02299647431204,112.31576739498072,5.1689048318789546,2551.882124846325,153.02299647431204,2023.6190554366608
