,Cooks,Boxcox,PCA,Cutoff_Val,Model,rank_50,rank_median_50,rank_20,rank_median_20,rf_test_rank,rf_test_median,rf_test_points_median
0,True,True,True,0,RF,179.25952390036497,7.64351550567865,168.80803444846865,10.590846870010493,322.0656008877839,6.520740976460285,4.835075128484641
0,False,True,True,0,RF,188.3839524182269,6.693789469874968,220.9898473590046,16.73434724699723,296.751842675429,4.876269055751754,4.18548581097298
0,True,False,True,0,RF,171.36408658162435,5.9811742303874045,150.04260576502705,6.653683785398009,267.6908117213254,4.4292374598498165,3.200941440378182
0,False,False,True,0,RF,163.53461875514265,4.21608455141537,187.93425871356337,11.744497084419486,292.2398558975237,5.5365468248122705,2.660180208707779
0,True,True,False,0,RF,178.61503789621642,6.893380358020428,182.26546440010196,13.099395464308653,324.49080877083514,6.373118161575298,3.9470381111788315
0,False,True,False,0,RF,165.41195488560322,6.674076463867424,158.46033695649015,8.032816819735281,329.33128617031946,6.373118161575298,3.5850905941449622
0,True,False,False,0,RF,176.64068687737102,6.198709694758522,154.81797235327855,9.080768456879973,301.05574958039955,6.256091864796326,3.249642181925358
0,False,False,False,0,RF,160.54615250074835,6.2654884720449395,131.74083931079244,6.871812082252178,312.79590785893305,5.7962142012980316,3.266532468649988
0,True,True,True,4,RF,160.69767706805962,5.465201795996089,154.6955339283103,11.408378187023388,138.37689690974804,4.601354904229918,5.4776655104423355
0,False,True,True,4,RF,165.54741698980035,5.610488253775506,155.7684246107743,12.012551861008173,104.61537320698957,3.657728084438614,5.019568163166733
0,True,False,True,4,RF,171.99196779491018,7.109168585217539,191.80184371265602,12.180773833636266,138.7052663081613,6.050541994460518,5.263486587129293
0,False,False,True,4,RF,165.27368162877642,5.288773235889256,113.6330823022673,6.643854911434077,115.68830115377436,3.9582079237227523,3.9357294765806503
0,True,True,False,4,RF,173.90163364010888,6.893380358020428,164.34973640448675,9.03691892220219,115.28023699160516,3.895729626763722,5.380332744518897
0,False,True,False,4,RF,160.6135696627175,6.0334474825154345,150.6796729522469,9.080768456879973,127.20318236815524,4.683160344982694,4.798791652551921
0,True,False,False,4,RF,165.79016180054018,7.231811156632984,146.93093440809963,9.34101027115651,141.86641116514048,5.330707685270188,5.254092164910615
0,False,False,False,4,RF,147.8321301505137,4.816795737586675,116.30177052717626,7.162938366043873,122.29094708435079,4.886765437949754,3.8405225737374495
0,True,True,True,6,RF,162.2264691237345,6.872808177628849,172.5649910276705,7.87703356125383,103.43114977687013,5.844490282521857,5.780469023257616
0,False,True,True,6,RF,211.5557037295627,8.985726735731184,202.37651857286582,9.905265322888091,116.55172159656148,7.140730857375308,5.812999952511861
0,True,False,True,6,RF,170.61875672678144,6.234031959111023,151.1747868963847,5.936913545445895,96.96299867210024,5.3881525052678665,4.218422743501878
0,False,False,True,6,RF,214.50948145169323,8.621941277249284,161.22119009016234,6.157581291229327,109.98339770746404,5.9582366561373465,5.341049883799069
0,True,True,False,6,RF,167.61591298018368,5.35843361356613,153.4025563267433,7.162938366043873,91.30728513767001,5.768273412406135,5.893859000789834
0,False,True,False,6,RF,166.7623284733313,5.216818386532708,138.7477472592618,6.417039829340459,90.17760071192652,5.641238340234166,6.008688123030343
0,True,False,False,6,RF,178.49057382097754,6.244109478333701,152.92816927797656,7.84101027115651,93.22744744785706,6.387054339536021,5.429344757539615
0,False,False,False,6,RF,156.21112271167615,5.484450845411203,141.27219681076903,6.643854911434077,82.64203139341785,5.641238340234166,5.537440060975513
